routeKey,class,TT_freeflow
654297636->1231065652,veh_passenger,524.0
-224146621->-564273553#0,veh_passenger,591.0
511404880#0->666886081,bus_bus,98.0
666886082#1->-10748045#0,veh_passenger,536.0
-224146621->509646063#1,veh_passenger,181.0
10628429->-1222703382,bus_bus,173.0
238219443->488788637#1,veh_passenger,195.0
1067928306#2->439836130#0,veh_passenger,760.0
24576922#1->178702252,veh_passenger,265.0
499566574#3->1326094888,veh_passenger,740.0
761486028#0->-1226645410,veh_passenger,413.0
40115810#1->511187808#4,veh_passenger,347.0
521704042#0->511404874#1,veh_passenger,23.0
538432101->509524224,veh_passenger,199.0
488788636#0->178702239#1,veh_passenger,314.0
47267010->-654297630,veh_passenger,565.0
-1297720376#1->39366819#0,veh_passenger,426.0
509646055->900279869,veh_passenger,255.0
-40297715#0->-1211151635#1,veh_passenger,506.0
-511187818->-10748036,truck_truck,154.0
1125801626->39920684#3,veh_passenger,325.0
178699058->40035904#2,truck_truck,410.0
-40035325#0->515130026#0,veh_passenger,575.0
40140141#5->-488788633#2,veh_passenger,410.0
1226645408->-1335304373#0,veh_passenger,390.0
47225638#4->511409187,veh_passenger,506.0
-1292568612->1290456019,bus_bus,176.0
439836128#0->511409188#0,veh_passenger,342.0
-40036062#1->39838630#1,veh_passenger,202.0
-488788630#0->-39838751#1,veh_passenger,155.0
47088302#1->232920697,veh_passenger,223.0
10748045#0->-10628442#1,veh_passenger,291.0
511405572->50323229#13,bus_bus,406.0
1260485931#1->-511187807,veh_passenger,457.0
1254816455->10628430,veh_passenger,236.0
1068434202->10250021#0,truck_truck,117.0
-232920701->1338361263,veh_passenger,585.0
39920011#0->-1068434202,veh_passenger,344.0
1231065644->10748045#1,veh_passenger,290.0
-654297629#1->511404880#1,bus_bus,68.0
1235501861#2->1064398309#1,veh_passenger,246.0
-24576913#2->-1068144846#1,veh_passenger,153.0
-10628444#0->1068074793,veh_passenger,232.0
1214520074#4->-39920593#2,veh_passenger,319.0
10748036->1272548721,veh_passenger,497.0
15420537#1->1272548721,veh_passenger,540.0
521705694#0->-1255099069,veh_passenger,486.0
1260485930#1->15420801#2,bus_bus,171.0
-1335304385->437445540,veh_passenger,481.0
-730912750->1068916339,veh_passenger,273.0
