vehID,routeKey,class,depart,arrival,travel_time
veh8225,-488788630#1->1337646276|n=21|h=602f82365c,veh_passenger,8005.0,11314.0,3309.0
bike985,654297628->654297628|n=1|h=9e3151e29c,bike_bicycle,11315.0,11316.0,1.0
motorcycle1338,-856175964->-39838691#10|n=26|h=18b93b300d,motorcycle_motorcycle,8681.0,11319.0,2638.0
bus2114,-10629474#1->381945551|n=54|h=c1ddd281d3,bus_bus,7940.0,11324.0,3384.0
veh1411,488788636#0->11631594#2|n=49|h=58f317eab3,veh_passenger,1374.0,11325.0,9951.0
veh4899,513082641#2->39921025#6|n=19|h=77b7843709,veh_passenger,4769.0,11326.0,6557.0
veh9688,1125986375#1->1068434236|n=21|h=57adc376e8,veh_passenger,9429.0,11326.0,1897.0
veh1902,1337646270->-24576913#0|n=21|h=b4f996025f,veh_passenger,1852.0,11327.0,9475.0
veh9449,521701860->1222703384#0|n=26|h=32aa9dbef8,veh_passenger,9196.0,11327.0,2131.0
veh6645,1235501861#0->-39920593#6|n=13|h=8340bd3a2c,veh_passenger,6763.0,11328.0,4565.0
veh2367,39763700#0->47157282#1|n=21|h=1a6c23fc40,veh_passenger,2305.0,11330.0,9025.0
bus2579,761486028#0->499566574#0|n=19|h=51a5008340,bus_bus,9686.0,11331.0,1645.0
veh1668,1207401652#0->10629709#1|n=48|h=0e9df7a6ef,veh_passenger,1625.0,11334.0,9709.0
bus2157,-511409188#0->39921531|n=18|h=5e9a1dc77a,bus_bus,9591.0,11334.0,1743.0
truck1052,-143546557->1260481153|n=13|h=030f21b04f,truck_truck,10238.0,11336.0,1098.0
bike1596,-1277773031#5->-1277773031#5|n=1|h=997f886aec,bike_bicycle,11322.0,11336.0,14.0
